id,data,pais,centro_custo,categoria,descricao,valor_usd,aprovado
208,2025-01-06,México,CC-015,Treinamento,Mesh next-generation relationships,4519.45,True
717,2025-01-07,Brasil,CC-007,Treinamento,Empower proactive metrics,6196.82,True
1145,2025-01-08,Chile,CC-004,Consultoria,Redefine granular e-tailers,6818.98,True
1920,2025-01-08,Argentina,CC-011,Marketing,Evolve dot-com communities,5075.59,True
1856,2025-01-08,Chile,CC-002,Viagens,Disintermediate turn-key methodologies,4678.68,True
1002,2025-01-08,México,CC-003,TI,Harness one-to-one architectures,19225.27,True
2104,2025-01-08,Brasil,CC-010,Viagens,Embrace open-source e-services,4194.09,True
568,2025-01-08,Colômbia,CC-007,TI,Whiteboard viral niches,16241.77,False
507,2025-01-09,Brasil,CC-012,Marketing,Harness frictionless paradigms,5274.43,False
2278,2025-01-09,Argentina,CC-005,Viagens,Grow web-enabled solutions,3175.8,True
2388,2025-01-09,México,CC-006,Infraestrutura,Re-intermediate proactive content,24298.21,True
1495,2025-01-09,Colômbia,CC-011,Treinamento,Morph front-end applications,4439.68,True
1517,2025-01-09,Chile,CC-008,Infraestrutura,Scale bleeding-edge paradigms,8206.42,True
81,2025-01-10,Chile,CC-011,TI,Grow cross-media e-markets,27008.2,True
143,2025-01-10,México,CC-007,Viagens,Facilitate user-centric metrics,4255.39,True
2481,2025-01-10,Colômbia,CC-004,TI,Innovate efficient methodologies,10143.96,True
540,2025-01-10,Chile,CC-011,Consultoria,Architect dynamic relationships,9705.27,False
2072,2025-01-11,Colômbia,CC-002,Infraestrutura,Disintermediate value-added content,34628.06,True
1330,2025-01-12,Colômbia,CC-003,TI,Iterate frictionless e-commerce,35765.79,True
1877,2025-01-12,Chile,CC-015,Treinamento,Enhance leading-edge mindshare,8728.21,True
691,2025-01-13,Argentina,CC-009,Consultoria,Orchestrate vertical mindshare,9586.54,True
786,2025-01-13,Colômbia,CC-007,Viagens,Synergize best-of-breed web-readiness,3913.51,False
536,2025-01-13,Argentina,CC-001,Marketing,Extend user-centric schemas,3953.71,True
704,2025-01-14,Brasil,CC-013,Consultoria,Transform extensible architectures,8821.08,True
1573,2025-01-14,México,CC-012,Infraestrutura,Streamline b2c functionalities,20165.61,True
1882,2025-01-14,Colômbia,CC-001,Marketing,Engineer distributed solutions,5751.86,True
2215,2025-01-14,Colômbia,CC-002,Infraestrutura,Synthesize e-business models,30329.66,True
1097,2025-01-14,Chile,CC-006,Viagens,Re-intermediate best-of-breed e-services,4823.5,True
874,2025-01-14,México,CC-005,Infraestrutura,Deliver visionary info-mediaries,24884.03,True
939,2025-01-14,Colômbia,CC-009,Infraestrutura,Generate strategic roi,14817.58,True
1847,2025-01-15,Argentina,CC-003,Treinamento,Iterate killer experiences,6933.65,True
1843,2025-01-15,Colômbia,CC-007,Treinamento,Re-contextualize 24/365 functionalities,7821.03,True
2093,2025-01-15,Argentina,CC-005,Consultoria,Exploit collaborative portals,8212.02,False
1635,2025-01-15,Argentina,CC-009,Marketing,Architect extensible partnerships,5284.61,False
925,2025-01-16,Argentina,CC-012,TI,Seize customized e-commerce,18120.6,True
1098,2025-01-16,México,CC-009,Treinamento,Enable next-generation portals,6918.82,True
1372,2025-01-16,Colômbia,CC-008,Consultoria,Innovate web-enabled convergence,5711.44,True
1466,2025-01-16,Argentina,CC-008,Viagens,Redefine bleeding-edge technologies,8694.53,False
342,2025-01-17,Peru,CC-006,Consultoria,Synthesize extensible bandwidth,1584.49,True
1578,2025-01-17,Brasil,CC-007,Marketing,Deliver wireless bandwidth,5544.67,True
1668,2025-01-17,México,CC-006,Infraestrutura,Leverage impactful functionalities,18040.43,False
2286,2025-01-18,Brasil,CC-012,Viagens,Exploit cross-platform solutions,6285.02,True
2308,2025-01-18,México,CC-004,Treinamento,Generate clicks-and-mortar web-readiness,3893.1,False
2173,2025-01-18,Brasil,CC-006,Infraestrutura,Incubate distributed experiences,25593.39,True
651,2025-01-18,Brasil,CC-007,Treinamento,Drive turn-key infrastructures,4699.9,True
2162,2025-01-18,Chile,CC-011,Viagens,Synthesize scalable experiences,5876.94,False
1210,2025-01-19,México,CC-005,Infraestrutura,Cultivate virtual supply-chains,5298.83,True
1710,2025-01-19,Colômbia,CC-010,Infraestrutura,Disintermediate mission-critical platforms,36021.65,True
28,2025-01-19,Peru,CC-015,Infraestrutura,Scale open-source initiatives,8280.21,True
758,2025-01-19,Brasil,CC-002,Treinamento,Matrix seamless info-mediaries,8773.89,True
360,2025-01-19,Argentina,CC-010,Consultoria,Utilize virtual initiatives,6822.78,False
2493,2025-01-19,Colômbia,CC-009,Consultoria,Evolve killer systems,7666.37,True
787,2025-01-19,Colômbia,CC-011,Infraestrutura,Unleash next-generation info-mediaries,13245.15,False
71,2025-01-20,Peru,CC-003,Viagens,Incentivize end-to-end niches,9462.58,True
1422,2025-01-20,Colômbia,CC-012,Infraestrutura,Aggregate turn-key systems,10803.1,False
2360,2025-01-20,Chile,CC-014,Infraestrutura,Matrix next-generation initiatives,23320.46,True
1333,2025-01-20,Brasil,CC-014,Marketing,Incubate interactive technologies,5412.14,True
2335,2025-01-20,Chile,CC-012,Viagens,Engage 24/7 channels,1825.98,False
1201,2025-01-21,México,CC-004,Treinamento,Transition 24/365 e-tailers,5641.62,False
764,2025-01-21,Peru,CC-010,Viagens,Seize 24/7 schemas,9549.34,False
749,2025-01-21,Chile,CC-010,TI,Empower scalable channels,10311.31,True
1043,2025-01-21,Chile,CC-012,Treinamento,Synthesize mission-critical e-services,4230.34,False
1322,2025-01-22,Argentina,CC-015,Viagens,Monetize distributed applications,3940.12,True
792,2025-01-22,México,CC-014,TI,Engage scalable technologies,22768.86,False
1844,2025-01-22,Chile,CC-009,Viagens,Synthesize robust schemas,4001.36,False
885,2025-01-22,Brasil,CC-003,TI,Implement extensible e-business,26390.72,True
1085,2025-01-22,Argentina,CC-005,Treinamento,Implement killer initiatives,3513.07,False
2313,2025-01-22,Colômbia,CC-006,TI,Seize seamless metrics,6304.16,False
137,2025-01-23,Colômbia,CC-006,Infraestrutura,Exploit frictionless deliverables,12956.04,True
2258,2025-01-23,Argentina,CC-012,Consultoria,Matrix front-end web services,3239.16,False
1734,2025-01-24,Chile,CC-013,Treinamento,Extend strategic niches,7572.03,False
2441,2025-01-24,México,CC-011,Treinamento,Morph synergistic metrics,1544.26,True
38,2025-01-24,Chile,CC-007,Treinamento,Transform proactive technologies,8877.41,True
1057,2025-01-24,Colômbia,CC-007,Marketing,Integrate holistic web services,7093.03,True
9,2025-01-25,Chile,CC-013,Marketing,Mesh virtual synergies,6512.79,True
262,2025-01-25,Chile,CC-010,TI,Evolve cross-media models,30525.24,True
934,2025-01-25,Argentina,CC-003,Marketing,Brand wireless paradigms,7213.83,True
2475,2025-01-25,México,CC-007,Treinamento,Drive next-generation web services,5543.82,True
1538,2025-01-25,Argentina,CC-011,Marketing,Drive strategic relationships,3841.49,False
969,2025-01-26,Colômbia,CC-001,Infraestrutura,Envisioneer end-to-end relationships,8404.09,True
2235,2025-01-26,Argentina,CC-005,Consultoria,Matrix collaborative networks,6044.36,True
199,2025-01-26,Brasil,CC-015,TI,Architect distributed e-markets,37244.49,True
1620,2025-01-27,México,CC-010,Consultoria,Incentivize dot-com users,8280.51,True
404,2025-01-27,México,CC-014,Consultoria,Enable integrated channels,7968.65,True
1965,2025-01-27,México,CC-003,Viagens,Re-contextualize b2c schemas,9314.87,True
500,2025-01-27,México,CC-002,Viagens,Unleash world-class e-tailers,9424.33,False
1804,2025-01-27,Chile,CC-014,Treinamento,Expedite next-generation e-commerce,6324.85,True
1821,2025-01-28,Chile,CC-012,Consultoria,Enhance efficient infrastructures,5382.0,True
1796,2025-01-28,Brasil,CC-004,Treinamento,Incentivize transparent convergence,6414.03,True
1003,2025-01-28,Peru,CC-006,Infraestrutura,Streamline interactive experiences,20455.61,True
79,2025-01-29,México,CC-010,Viagens,Revolutionize vertical metrics,8544.44,True
765,2025-01-29,México,CC-006,Viagens,Harness b2b e-business,2802.32,True
114,2025-01-29,Colômbia,CC-015,Treinamento,Monetize scalable experiences,8372.06,False
2276,2025-01-29,Peru,CC-015,Marketing,Re-intermediate integrated convergence,3187.78,False
268,2025-01-30,Chile,CC-008,Treinamento,E-enable rich methodologies,6424.26,True
2320,2025-01-30,Chile,CC-013,Viagens,Target strategic relationships,9828.77,True
1385,2025-01-31,Peru,CC-010,Infraestrutura,Benchmark killer e-markets,10020.35,True
407,2025-01-31,Argentina,CC-014,Consultoria,Aggregate e-business systems,5625.2,True
2324,2025-01-31,México,CC-013,TI,Utilize dynamic web-readiness,5281.62,False
2053,2025-01-31,Peru,CC-015,Viagens,Whiteboard b2c applications,6927.98,False
1612,2025-01-31,Peru,CC-015,Consultoria,Harness killer web-readiness,6198.83,False
1772,2025-02-01,Brasil,CC-010,Viagens,Reinvent efficient methodologies,8078.54,True
297,2025-02-01,Colômbia,CC-009,Marketing,Grow leading-edge mindshare,3097.01,True
1957,2025-02-01,Argentina,CC-009,Treinamento,Facilitate plug-and-play methodologies,6365.63,False
756,2025-02-02,Chile,CC-013,Infraestrutura,Architect collaborative initiatives,10356.18,True
1102,2025-02-02,Peru,CC-010,Marketing,Facilitate intuitive communities,4911.99,False
125,2025-02-03,Colômbia,CC-008,TI,Empower value-added deliverables,13506.87,True
120,2025-02-03,Colômbia,CC-004,Infraestrutura,Exploit innovative synergies,9542.57,True
1803,2025-02-03,Peru,CC-004,Consultoria,Seize bricks-and-clicks markets,5773.07,True
1941,2025-02-03,México,CC-006,TI,Drive impactful e-services,35371.46,True
1663,2025-02-04,Colômbia,CC-009,Treinamento,Streamline wireless paradigms,7617.24,True
1377,2025-02-04,Peru,CC-008,Treinamento,Scale frictionless interfaces,1440.22,True
2203,2025-02-04,Peru,CC-005,TI,Expedite integrated systems,8151.97,True
1336,2025-02-04,Chile,CC-010,Treinamento,Cultivate b2b infrastructures,5256.58,False
1681,2025-02-05,Colômbia,CC-005,TI,Architect ubiquitous interfaces,5449.51,True
773,2025-02-05,Brasil,CC-010,Consultoria,Implement integrated supply-chains,8140.82,True
340,2025-02-05,Peru,CC-010,Marketing,Exploit leading-edge systems,8912.26,True
803,2025-02-05,Brasil,CC-013,Treinamento,Repurpose world-class synergies,8059.99,True
1793,2025-02-06,Colômbia,CC-015,Infraestrutura,Utilize vertical relationships,28223.06,True
1761,2025-02-06,Peru,CC-007,Infraestrutura,Synthesize end-to-end experiences,17382.25,True
2485,2025-02-06,Argentina,CC-003,Marketing,Matrix robust models,7196.69,True
348,2025-02-06,Brasil,CC-006,Infraestrutura,Iterate dynamic supply-chains,20359.49,True
1327,2025-02-06,Peru,CC-002,Infraestrutura,Incentivize compelling networks,31206.89,False
2,2025-02-07,Argentina,CC-011,TI,Innovate scalable applications,28803.55,True
1456,2025-02-07,Argentina,CC-002,Viagens,Streamline robust eyeballs,5468.54,True
1552,2025-02-07,Brasil,CC-014,Treinamento,Leverage one-to-one niches,6304.41,True
446,2025-02-07,Peru,CC-003,Viagens,Streamline b2b methodologies,6335.0,False
2141,2025-02-08,Colômbia,CC-013,Treinamento,Integrate dot-com vortals,8393.67,False
573,2025-02-08,Brasil,CC-013,Marketing,Unleash front-end eyeballs,5113.68,True
607,2025-02-09,Peru,CC-002,Infraestrutura,Envisioneer bleeding-edge e-markets,19430.76,True
1305,2025-02-09,Argentina,CC-013,Treinamento,Generate out-of-the-box niches,2228.23,True
2253,2025-02-09,Chile,CC-005,TI,Integrate viral initiatives,28605.73,True
2004,2025-02-10,Colômbia,CC-001,Infraestrutura,Leverage b2c experiences,14674.7,True
2309,2025-02-11,Argentina,CC-009,Marketing,Strategize vertical markets,9763.48,False
1246,2025-02-11,Argentina,CC-008,Treinamento,Empower vertical supply-chains,8646.02,True
1220,2025-02-12,Chile,CC-004,TI,Harness granular applications,6483.63,True
804,2025-02-12,México,CC-005,Marketing,Syndicate interactive bandwidth,8925.46,False
603,2025-02-12,Chile,CC-005,Viagens,Transform dot-com info-mediaries,5448.39,False
415,2025-02-12,Brasil,CC-005,Infraestrutura,Iterate virtual roi,29943.74,True
2124,2025-02-13,Colômbia,CC-015,Infraestrutura,Orchestrate impactful infrastructures,20420.58,True
2067,2025-02-13,México,CC-012,Consultoria,Engage web-enabled partnerships,6959.79,False
30,2025-02-14,Colômbia,CC-015,Viagens,Enhance distributed mindshare,9593.58,True
193,2025-02-14,Colômbia,CC-001,Treinamento,Reinvent cross-platform solutions,8459.36,False
235,2025-02-15,México,CC-012,Marketing,Deploy visionary applications,7164.33,True
1110,2025-02-15,México,CC-010,Viagens,Unleash ubiquitous experiences,2114.57,True
1228,2025-02-15,Colômbia,CC-001,Consultoria,Disintermediate customized functionalities,7750.64,True
998,2025-02-15,México,CC-013,Treinamento,Integrate user-centric e-commerce,5354.51,True
1011,2025-02-15,México,CC-014,Consultoria,Cultivate world-class architectures,4305.5,True
1939,2025-02-15,Argentina,CC-008,TI,Orchestrate killer web-readiness,34031.19,True
2068,2025-02-16,Argentina,CC-012,TI,Expedite user-centric markets,16863.5,True
2414,2025-02-16,Argentina,CC-001,Treinamento,Expedite cutting-edge e-services,1460.09,True
1695,2025-02-16,México,CC-003,Marketing,Enhance wireless synergies,5034.82,True
1842,2025-02-16,Brasil,CC-010,TI,Embrace synergistic schemas,12407.56,True
637,2025-02-16,Colômbia,CC-014,Marketing,Reinvent proactive initiatives,4267.48,True
2268,2025-02-18,Brasil,CC-011,Marketing,Re-contextualize proactive technologies,2455.19,True
2333,2025-02-18,México,CC-008,Viagens,Enhance enterprise info-mediaries,5590.43,True
428,2025-02-18,Colômbia,CC-007,Viagens,Monetize customized architectures,1992.43,False
1523,2025-02-18,Peru,CC-009,Infraestrutura,Transform clicks-and-mortar platforms,36101.58,False
2096,2025-02-18,Brasil,CC-001,Consultoria,Incubate magnetic info-mediaries,9941.58,True
952,2025-02-19,Brasil,CC-004,Marketing,Optimize collaborative solutions,3146.54,True
1662,2025-02-20,Argentina,CC-002,Infraestrutura,E-enable turn-key vortals,13112.01,True
2195,2025-02-20,Brasil,CC-012,Viagens,Syndicate synergistic solutions,4277.55,True
745,2025-02-20,Chile,CC-008,Viagens,Re-intermediate real-time partnerships,8316.15,True
2214,2025-02-20,Peru,CC-007,TI,Integrate innovative web services,26488.9,True
182,2025-02-20,Colômbia,CC-005,Viagens,Re-intermediate e-business action-items,5324.54,False
1435,2025-02-21,Brasil,CC-013,Viagens,E-enable customized action-items,5574.86,True
1574,2025-02-22,Colômbia,CC-003,Infraestrutura,Repurpose wireless users,36105.68,True
1192,2025-02-22,Peru,CC-013,Viagens,Synergize rich functionalities,7567.51,False
411,2025-02-22,Argentina,CC-009,Infraestrutura,Seize wireless schemas,14493.21,True
2336,2025-02-22,Chile,CC-013,Consultoria,Seize best-of-breed systems,9810.66,False
2476,2025-02-22,Peru,CC-002,Viagens,Harness cutting-edge channels,6887.83,True
1440,2025-02-22,Argentina,CC-003,Infraestrutura,Synergize compelling users,16707.6,False
1066,2025-02-23,México,CC-005,Viagens,Engineer b2c paradigms,5441.34,True
987,2025-02-24,Chile,CC-010,Consultoria,Re-intermediate strategic networks,5165.68,True
1569,2025-02-24,México,CC-014,Marketing,Facilitate open-source supply-chains,4299.39,True
2061,2025-02-24,Chile,CC-009,Infraestrutura,Facilitate enterprise applications,14473.25,False
1721,2025-02-24,Colômbia,CC-007,Marketing,Transform sticky metrics,6154.9,True
1551,2025-02-24,Peru,CC-012,Marketing,Benchmark visionary relationships,3588.84,True
2458,2025-02-25,Peru,CC-014,Viagens,Streamline holistic initiatives,4306.49,True
659,2025-02-25,Chile,CC-003,Infraestrutura,Incubate leading-edge e-markets,34325.41,True
2255,2025-02-25,Peru,CC-011,Infraestrutura,Mesh clicks-and-mortar e-commerce,27207.81,True
1269,2025-02-25,Argentina,CC-005,Infraestrutura,Matrix synergistic e-tailers,6193.25,True
2000,2025-02-26,Brasil,CC-003,Treinamento,Matrix bricks-and-clicks portals,7724.73,True
263,2025-02-26,Chile,CC-009,TI,Deploy real-time initiatives,37088.4,True
7,2025-02-26,Argentina,CC-005,Infraestrutura,Envisioneer transparent mindshare,18446.28,True
1331,2025-02-27,Chile,CC-015,Consultoria,Strategize e-business systems,2813.51,True
494,2025-02-27,Brasil,CC-010,Infraestrutura,Maximize e-business paradigms,11278.25,False
102,2025-02-28,México,CC-009,Treinamento,Leverage frictionless schemas,3848.36,True
1969,2025-02-28,Peru,CC-002,Marketing,Seize b2c initiatives,2020.53,True
2057,2025-02-28,Chile,CC-011,TI,Extend bleeding-edge deliverables,24370.93,True
2449,2025-02-28,Argentina,CC-012,TI,Grow visionary relationships,7404.55,True
459,2025-02-28,Colômbia,CC-013,Marketing,Maximize back-end schemas,9600.56,True
2487,2025-02-28,Colômbia,CC-005,Marketing,Visualize bricks-and-clicks architectures,1383.28,True
1345,2025-03-01,Argentina,CC-015,TI,Iterate enterprise content,33779.63,True
1592,2025-03-01,Brasil,CC-003,Consultoria,Deliver e-business deliverables,7167.35,False
207,2025-03-02,Argentina,CC-006,Consultoria,Engage bricks-and-clicks bandwidth,5939.51,True
1206,2025-03-02,Peru,CC-010,Treinamento,Evolve plug-and-play relationships,2925.67,True
150,2025-03-02,México,CC-006,Treinamento,Cultivate mission-critical communities,7080.06,True
2321,2025-03-02,Colômbia,CC-013,Treinamento,Syndicate mission-critical experiences,2914.98,False
1559,2025-03-02,Argentina,CC-010,Consultoria,Synthesize cross-media systems,9029.59,True
1581,2025-03-02,Argentina,CC-013,Viagens,Innovate next-generation solutions,9073.84,False
203,2025-03-02,Colômbia,CC-009,TI,Redefine customized infrastructures,34921.65,True
1656,2025-03-02,Chile,CC-013,Viagens,Integrate revolutionary partnerships,9439.64,True
2082,2025-03-02,Chile,CC-001,Marketing,Monetize killer metrics,8295.18,False
1509,2025-03-03,Argentina,CC-006,TI,Optimize world-class info-mediaries,8358.27,True
289,2025-03-03,Argentina,CC-005,Marketing,Deploy intuitive channels,7383.75,True
100,2025-03-03,Peru,CC-004,Marketing,Seize sticky niches,6078.83,False
1222,2025-03-03,Colômbia,CC-014,Infraestrutura,Deploy b2c interfaces,13453.24,True
744,2025-03-03,Argentina,CC-004,Viagens,Enable user-centric architectures,4006.12,True
251,2025-03-04,Brasil,CC-003,TI,Synergize killer web services,33779.56,False
1686,2025-03-05,Brasil,CC-006,Treinamento,Integrate innovative web services,1717.02,True
705,2025-03-05,Chile,CC-001,Viagens,Innovate proactive infrastructures,6067.2,True
2489,2025-03-05,Colômbia,CC-014,Treinamento,Incentivize back-end e-services,1208.86,True
760,2025-03-05,Chile,CC-003,Marketing,Extend world-class channels,2400.77,False
2220,2025-03-06,Argentina,CC-001,Marketing,E-enable next-generation vortals,4949.47,False
620,2025-03-06,Peru,CC-015,Infraestrutura,Generate proactive architectures,30920.24,True
319,2025-03-06,Colômbia,CC-005,Infraestrutura,Engage plug-and-play systems,14493.07,True
548,2025-03-06,Brasil,CC-005,Viagens,Redefine proactive supply-chains,5858.88,True
1568,2025-03-06,Peru,CC-003,Marketing,Visualize bricks-and-clicks bandwidth,1457.48,True
2155,2025-03-06,Brasil,CC-007,Treinamento,Harness integrated portals,3443.71,True
842,2025-03-06,Argentina,CC-013,Infraestrutura,Utilize scalable e-business,13035.51,True
1585,2025-03-07,Peru,CC-004,TI,Maximize impactful methodologies,6635.44,True
1058,2025-03-07,México,CC-002,Viagens,Iterate scalable e-markets,7684.94,True
1770,2025-03-07,Brasil,CC-003,Treinamento,Strategize bleeding-edge communities,3553.92,True
1970,2025-03-08,Brasil,CC-001,Infraestrutura,Engineer turn-key interfaces,24411.01,True
1593,2025-03-08,México,CC-005,Infraestrutura,Empower e-business initiatives,15289.54,True
2237,2025-03-08,Brasil,CC-015,Consultoria,Re-contextualize b2c interfaces,4887.24,True
653,2025-03-08,México,CC-014,Treinamento,Repurpose b2c web-readiness,2349.23,False
1801,2025-03-09,Peru,CC-015,Treinamento,Envisioneer b2c niches,6177.26,True
1106,2025-03-09,Colômbia,CC-001,TI,Generate bricks-and-clicks e-markets,10568.24,True
1845,2025-03-09,Brasil,CC-011,Consultoria,Grow plug-and-play models,1454.38,True
1998,2025-03-09,Argentina,CC-014,Consultoria,Whiteboard clicks-and-mortar partnerships,8419.75,True
1467,2025-03-09,Argentina,CC-005,Marketing,Evolve synergistic technologies,3134.71,True
1437,2025-03-10,Chile,CC-010,Viagens,Enhance innovative action-items,9787.51,True
1142,2025-03-10,Colômbia,CC-009,Infraestrutura,Target sticky communities,29942.87,True
1887,2025-03-10,Brasil,CC-001,Infraestrutura,Incentivize synergistic experiences,25134.73,False
1489,2025-03-10,México,CC-003,Infraestrutura,Deliver granular e-business,30027.99,True
1713,2025-03-10,Argentina,CC-005,Viagens,E-enable cutting-edge channels,8253.71,True
1417,2025-03-11,México,CC-012,TI,Deliver leading-edge paradigms,4609.14,False
1824,2025-03-11,Brasil,CC-007,Treinamento,Incentivize cross-platform solutions,7047.62,False
2047,2025-03-11,Brasil,CC-012,Viagens,Transform interactive partnerships,8782.57,True
1535,2025-03-11,Argentina,CC-005,TI,Syndicate cross-platform models,31965.36,False
14,2025-03-11,Colômbia,CC-014,Marketing,Repurpose out-of-the-box methodologies,5190.01,True
2422,2025-03-11,Argentina,CC-008,TI,Repurpose web-enabled paradigms,35974.15,False
1373,2025-03-11,Colômbia,CC-013,Marketing,Engage web-enabled solutions,9653.12,True
820,2025-03-11,México,CC-002,Consultoria,Transition out-of-the-box platforms,6791.61,True
862,2025-03-11,Peru,CC-015,TI,Empower sticky mindshare,15810.18,False
728,2025-03-11,México,CC-002,Infraestrutura,Scale scalable models,22653.99,False
2381,2025-03-11,Colômbia,CC-004,Treinamento,Extend strategic deliverables,4553.5,False
283,2025-03-12,Peru,CC-010,Viagens,Target open-source mindshare,9721.91,True
2410,2025-03-12,Argentina,CC-015,TI,Syndicate virtual deliverables,14358.91,True
981,2025-03-12,Argentina,CC-005,TI,Maximize 24/7 synergies,24857.2,True
49,2025-03-13,Brasil,CC-013,Consultoria,Productize end-to-end applications,7608.28,True
239,2025-03-14,Argentina,CC-015,TI,Synergize interactive paradigms,30454.92,True
909,2025-03-14,Brasil,CC-006,TI,Revolutionize innovative vortals,32362.48,False
1716,2025-03-14,Brasil,CC-003,Viagens,Enable proactive technologies,8700.64,False
864,2025-03-16,Brasil,CC-003,TI,Incentivize front-end e-tailers,11902.6,True
1241,2025-03-16,Chile,CC-005,Consultoria,Drive viral niches,9658.53,False
1652,2025-03-17,Peru,CC-001,Infraestrutura,Transition seamless bandwidth,30865.06,True
2405,2025-03-17,Argentina,CC-003,Marketing,Incentivize robust convergence,3505.55,True
274,2025-03-17,Colômbia,CC-008,Treinamento,Leverage e-business deliverables,5868.9,False
1244,2025-03-17,México,CC-010,Treinamento,Synthesize dot-com synergies,6588.79,True
1751,2025-03-17,Peru,CC-007,Infraestrutura,Exploit b2c e-commerce,18749.0,False
122,2025-03-18,Brasil,CC-007,TI,Synthesize next-generation e-tailers,31985.41,True
1940,2025-03-18,Colômbia,CC-015,TI,Maximize frictionless e-markets,14597.97,False
1521,2025-03-19,México,CC-015,Treinamento,Morph best-of-breed relationships,3154.87,True
836,2025-03-19,México,CC-011,Consultoria,Evolve viral info-mediaries,7012.67,True
578,2025-03-19,Peru,CC-004,Treinamento,Streamline robust functionalities,9165.83,True
846,2025-03-19,Colômbia,CC-010,Viagens,Optimize dynamic metrics,8824.26,True
1350,2025-03-19,México,CC-009,Viagens,Syndicate best-of-breed synergies,6581.12,False
1367,2025-03-20,Peru,CC-012,Viagens,Deliver plug-and-play infrastructures,2450.37,True
1159,2025-03-20,Brasil,CC-005,Treinamento,Architect intuitive info-mediaries,2564.22,True
175,2025-03-20,Argentina,CC-003,TI,Strategize holistic action-items,22715.74,True
1086,2025-03-20,México,CC-008,Marketing,Morph collaborative roi,4420.13,False
41,2025-03-20,Brasil,CC-006,TI,Transition proactive eyeballs,11915.01,True
387,2025-03-20,Brasil,CC-011,TI,Productize synergistic channels,32506.09,False
296,2025-03-21,Colômbia,CC-010,Infraestrutura,Deploy interactive technologies,18492.49,False
2087,2025-03-21,Brasil,CC-001,Infraestrutura,Whiteboard frictionless functionalities,16386.79,True
1340,2025-03-22,Argentina,CC-012,Infraestrutura,Re-intermediate magnetic bandwidth,26596.97,False
437,2025-03-22,México,CC-004,Marketing,Syndicate magnetic schemas,7843.69,False
1005,2025-03-22,Argentina,CC-009,Viagens,Seize clicks-and-mortar initiatives,7083.55,True
2015,2025-03-22,Peru,CC-002,Treinamento,Seize intuitive mindshare,4447.02,True
66,2025-03-23,Chile,CC-010,Viagens,Incentivize killer supply-chains,1281.98,True
833,2025-03-23,Peru,CC-006,Viagens,Re-intermediate interactive info-mediaries,5439.3,True
168,2025-03-23,Colômbia,CC-011,Viagens,Re-intermediate value-added eyeballs,6277.79,True
87,2025-03-24,Brasil,CC-014,Consultoria,Exploit compelling functionalities,3157.42,False
246,2025-03-24,México,CC-006,Consultoria,Deliver vertical content,8437.27,True
300,2025-03-24,México,CC-005,Viagens,Benchmark cross-media relationships,1267.65,True
281,2025-03-24,Argentina,CC-009,Treinamento,Harness synergistic e-business,1727.83,True
2296,2025-03-25,Chile,CC-014,Consultoria,Implement granular e-commerce,2468.43,False
257,2025-03-25,México,CC-007,Infraestrutura,Morph out-of-the-box synergies,16336.24,True
2143,2025-03-25,Argentina,CC-003,Infraestrutura,Cultivate leading-edge experiences,34120.88,True
527,2025-03-25,Brasil,CC-010,Marketing,Enhance synergistic supply-chains,4519.08,True
1944,2025-03-26,Colômbia,CC-007,Treinamento,Productize 24/7 infrastructures,6665.91,False
812,2025-03-26,Chile,CC-010,Marketing,Embrace strategic solutions,7613.43,True
379,2025-03-26,Chile,CC-002,Treinamento,Facilitate killer convergence,3547.14,False
2393,2025-03-26,Brasil,CC-009,Infraestrutura,Deploy mission-critical relationships,30938.68,True
139,2025-03-27,Argentina,CC-001,Marketing,Revolutionize integrated convergence,2151.27,True
828,2025-03-27,Argentina,CC-005,Marketing,Aggregate synergistic synergies,6553.43,True
1420,2025-03-27,Chile,CC-006,Treinamento,Leverage dot-com functionalities,8709.41,True
945,2025-03-27,Brasil,CC-005,Consultoria,E-enable vertical applications,3656.19,True
111,2025-03-28,Colômbia,CC-012,TI,Whiteboard impactful partnerships,10304.26,False
2129,2025-03-28,Brasil,CC-010,Treinamento,Incentivize scalable experiences,6920.86,False
2500,2025-03-28,Peru,CC-015,Viagens,Aggregate sticky web services,9695.99,False
1247,2025-03-28,Argentina,CC-003,Consultoria,Cultivate integrated supply-chains,5524.72,True
510,2025-03-29,Brasil,CC-013,Infraestrutura,Monetize enterprise info-mediaries,18334.94,True
329,2025-03-29,Chile,CC-013,Infraestrutura,Orchestrate seamless networks,24230.23,True
367,2025-03-30,Chile,CC-013,Infraestrutura,Drive strategic action-items,5035.99,True
1955,2025-03-30,Peru,CC-003,Treinamento,Implement impactful mindshare,9905.62,False
843,2025-03-30,Peru,CC-004,Marketing,Harness compelling architectures,6959.02,True
1122,2025-03-31,Chile,CC-001,Marketing,Facilitate magnetic initiatives,5328.94,False
372,2025-03-31,Argentina,CC-008,Viagens,Transition extensible systems,7501.2,True
197,2025-04-01,Brasil,CC-010,Viagens,Whiteboard extensible relationships,9763.69,True
1629,2025-04-01,México,CC-009,Infraestrutura,Monetize intuitive functionalities,25183.03,True
668,2025-04-02,Brasil,CC-010,Treinamento,Exploit front-end web-readiness,6156.96,True
1230,2025-04-03,México,CC-011,Marketing,Enhance cross-platform functionalities,8344.66,True
2111,2025-04-03,Argentina,CC-008,Marketing,Evolve out-of-the-box models,8567.51,False
1880,2025-04-03,Peru,CC-001,Infraestrutura,Harness one-to-one synergies,35621.45,True
