id,date,country,cost_center,category,description,amount_usd,approved
2347,2025-01-01,Colombia,CC-002,IT,Orchestrate virtual portals,17750.18,True
640,2025-01-01,Argentina,CC-004,Training,Disintermediate next-generation web services,2425.27,True
1346,2025-01-01,Argentina,CC-009,Infrastructure,Evolve out-of-the-box e-tailers,9424.14,True
2419,2025-01-02,Colombia,CC-015,Training,Matrix holistic methodologies,9527.84,True
1468,2025-01-02,Peru,CC-010,Training,Unleash bricks-and-clicks functionalities,9169.09,True
2335,2025-01-02,Chile,CC-012,Travel,Harness cutting-edge bandwidth,1825.98,False
2496,2025-01-03,Brazil,CC-012,Marketing,Productize holistic schemas,7234.9,True
1919,2025-01-03,Chile,CC-001,Travel,Disintermediate holistic initiatives,1848.83,True
1063,2025-01-04,Chile,CC-005,Travel,Architect ubiquitous metrics,8265.89,True
1611,2025-01-05,Argentina,CC-001,Travel,Benchmark scalable info-mediaries,5938.07,False
621,2025-01-05,Peru,CC-004,IT,Reinvent value-added action-items,14835.13,True
2300,2025-01-05,Peru,CC-014,Training,Facilitate distributed functionalities,1849.18,True
133,2025-01-05,Brazil,CC-006,Infrastructure,Exploit virtual convergence,22300.83,True
2277,2025-01-05,Peru,CC-002,Infrastructure,Matrix frictionless deliverables,31651.9,False
2186,2025-01-06,Mexico,CC-011,Consulting,Scale plug-and-play platforms,9688.9,True
2467,2025-01-06,Mexico,CC-008,Infrastructure,Iterate real-time schemas,7868.12,True
2257,2025-01-07,Argentina,CC-010,Marketing,Enable one-to-one content,3565.38,False
408,2025-01-07,Brazil,CC-003,Training,Synthesize clicks-and-mortar convergence,2546.54,True
2364,2025-01-07,Colombia,CC-011,Marketing,Incubate efficient partnerships,2199.74,False
95,2025-01-08,Colombia,CC-001,Training,Generate intuitive supply-chains,2872.69,False
1589,2025-01-08,Colombia,CC-013,Training,Transform virtual bandwidth,3654.24,False
1920,2025-01-08,Argentina,CC-011,Marketing,Enhance scalable e-commerce,5075.59,True
1132,2025-01-08,Chile,CC-004,Infrastructure,Redefine bricks-and-clicks e-tailers,25050.87,True
1671,2025-01-08,Colombia,CC-015,Consulting,Architect distributed e-tailers,9513.86,True
1105,2025-01-09,Chile,CC-006,Consulting,Engage integrated synergies,8072.57,False
1193,2025-01-09,Argentina,CC-012,Consulting,Utilize intuitive info-mediaries,8466.21,True
1152,2025-01-10,Brazil,CC-012,Marketing,Strategize 24/365 convergence,6872.26,True
226,2025-01-10,Colombia,CC-015,Marketing,Syndicate viral mindshare,7068.2,False
498,2025-01-10,Colombia,CC-012,Marketing,Implement robust info-mediaries,8384.79,True
943,2025-01-10,Chile,CC-011,Consulting,Synergize intuitive synergies,2761.35,True
2235,2025-01-10,Argentina,CC-005,Consulting,Exploit efficient info-mediaries,6044.36,True
341,2025-01-11,Mexico,CC-003,Consulting,Target dynamic technologies,2557.42,True
1644,2025-01-11,Colombia,CC-002,Travel,Orchestrate rich methodologies,3295.08,True
1180,2025-01-11,Mexico,CC-009,Marketing,Re-contextualize back-end functionalities,6986.28,False
2168,2025-01-11,Mexico,CC-015,Marketing,Enable virtual e-business,6545.71,True
2151,2025-01-11,Mexico,CC-012,Training,Deploy world-class markets,5693.2,True
673,2025-01-11,Chile,CC-009,Infrastructure,Brand b2b mindshare,7280.21,True
1767,2025-01-12,Mexico,CC-006,Travel,Synthesize leading-edge e-commerce,8299.98,False
1398,2025-01-13,Brazil,CC-002,Consulting,Aggregate proactive portals,2059.75,False
2189,2025-01-13,Brazil,CC-004,Marketing,Utilize one-to-one e-business,9243.6,True
1073,2025-01-14,Colombia,CC-012,Infrastructure,Innovate 24/365 e-services,11089.0,True
627,2025-01-14,Brazil,CC-014,Consulting,Aggregate out-of-the-box deliverables,2401.51,False
2299,2025-01-14,Peru,CC-012,Consulting,Engineer web-enabled e-tailers,4470.82,True
2266,2025-01-14,Mexico,CC-001,Travel,Maximize e-business architectures,4525.3,True
652,2025-01-14,Colombia,CC-005,Marketing,Evolve efficient info-mediaries,4041.21,True
728,2025-01-15,Mexico,CC-002,Infrastructure,Synergize turn-key communities,22653.99,False
2418,2025-01-15,Peru,CC-008,Training,Aggregate robust schemas,6936.94,False
2292,2025-01-16,Colombia,CC-007,Travel,Whiteboard seamless methodologies,6312.48,True
2212,2025-01-17,Colombia,CC-012,IT,Exploit leading-edge convergence,24881.23,True
631,2025-01-17,Chile,CC-009,Travel,Monetize intuitive paradigms,3618.71,True
374,2025-01-17,Chile,CC-014,Marketing,Brand bricks-and-clicks experiences,5735.38,False
2354,2025-01-17,Brazil,CC-007,IT,Empower global mindshare,6785.55,True
2453,2025-01-17,Chile,CC-003,Infrastructure,Optimize collaborative roi,10121.17,False
40,2025-01-18,Colombia,CC-008,Infrastructure,Engineer robust e-commerce,25945.98,False
1978,2025-01-18,Mexico,CC-011,IT,Utilize rich supply-chains,21081.68,False
1583,2025-01-19,Peru,CC-009,Travel,Integrate synergistic methodologies,4688.05,True
1733,2025-01-19,Colombia,CC-015,Travel,Expedite seamless communities,1932.96,True
1590,2025-01-20,Brazil,CC-008,Travel,Cultivate one-to-one markets,3406.07,True
1803,2025-01-20,Peru,CC-004,Consulting,Maximize integrated technologies,5773.07,True
548,2025-01-20,Brazil,CC-005,Travel,Maximize scalable platforms,5858.88,True
2301,2025-01-20,Brazil,CC-002,IT,Unleash user-centric mindshare,16553.06,True
1976,2025-01-21,Argentina,CC-005,IT,Enhance customized web services,33224.82,False
1029,2025-01-21,Mexico,CC-002,Training,Innovate revolutionary functionalities,7820.97,False
1397,2025-01-21,Mexico,CC-014,Travel,Architect best-of-breed interfaces,7120.66,True
2,2025-01-21,Argentina,CC-011,IT,Strategize customized action-items,28803.55,True
428,2025-01-21,Colombia,CC-007,Travel,Strategize turn-key roi,1992.43,False
1325,2025-01-21,Colombia,CC-010,Consulting,Repurpose proactive infrastructures,2775.05,False
2382,2025-01-22,Brazil,CC-015,Marketing,Matrix rich content,9715.02,False
1704,2025-01-22,Mexico,CC-010,Infrastructure,Innovate open-source supply-chains,23827.35,True
959,2025-01-23,Colombia,CC-011,Travel,Brand value-added functionalities,3808.62,True
741,2025-01-23,Peru,CC-013,Training,Deploy customized platforms,3392.5,True
2261,2025-01-23,Argentina,CC-012,Training,Architect virtual vortals,5516.56,True
2402,2025-01-23,Chile,CC-002,Infrastructure,Expedite bleeding-edge interfaces,6207.71,True
2441,2025-01-24,Mexico,CC-011,Training,Synergize killer action-items,1544.26,True
2187,2025-01-24,Argentina,CC-003,Travel,Transform integrated e-markets,4430.05,True
50,2025-01-24,Argentina,CC-008,IT,Empower turn-key eyeballs,10776.89,True
1127,2025-01-25,Colombia,CC-007,IT,Scale mission-critical users,13178.35,True
800,2025-01-25,Colombia,CC-006,Training,Unleash innovative e-markets,4696.72,True
831,2025-01-25,Mexico,CC-011,Travel,Engineer b2c platforms,1264.66,True
1126,2025-01-26,Argentina,CC-011,IT,Synergize compelling metrics,28092.95,False
224,2025-01-27,Brazil,CC-010,Training,Reinvent transparent initiatives,8863.39,True
789,2025-01-27,Colombia,CC-008,Travel,Enable global markets,3517.0,True
950,2025-01-27,Mexico,CC-009,IT,Incubate enterprise info-mediaries,36080.59,True
2145,2025-01-27,Brazil,CC-011,IT,Integrate user-centric niches,23477.67,True
401,2025-01-28,Argentina,CC-009,Consulting,Innovate turn-key partnerships,1431.3,True
155,2025-01-29,Peru,CC-008,Consulting,Facilitate clicks-and-mortar e-services,6883.95,False
497,2025-01-29,Mexico,CC-005,Consulting,Scale user-centric paradigms,7120.36,True
530,2025-01-30,Brazil,CC-012,IT,Monetize cross-media action-items,35426.27,True
1112,2025-01-30,Argentina,CC-008,IT,Deploy interactive paradigms,28840.58,True
2194,2025-01-30,Brazil,CC-005,Training,Extend seamless deliverables,5251.11,True
2011,2025-01-31,Mexico,CC-002,Consulting,Engineer viral portals,9462.52,True
1421,2025-01-31,Colombia,CC-003,Marketing,Iterate extensible roi,6900.57,True
2100,2025-01-31,Brazil,CC-004,Infrastructure,Enable e-business web services,15482.44,True
1276,2025-01-31,Brazil,CC-011,IT,Transform next-generation e-services,9392.45,True
1552,2025-01-31,Brazil,CC-014,Training,Engineer front-end interfaces,6304.41,True
1236,2025-01-31,Peru,CC-011,IT,Innovate back-end partnerships,23674.01,True
2267,2025-01-31,Brazil,CC-003,Infrastructure,Streamline rich models,35344.37,True
1634,2025-01-31,Colombia,CC-004,IT,Empower killer schemas,8247.43,True
2027,2025-02-01,Argentina,CC-013,Marketing,Brand innovative infrastructures,3994.34,True
513,2025-02-01,Argentina,CC-008,Infrastructure,Maximize one-to-one niches,5959.81,True
2312,2025-02-01,Peru,CC-011,Consulting,Cultivate seamless partnerships,5401.26,False
115,2025-02-01,Mexico,CC-012,Consulting,Brand frictionless web services,9095.43,False
2246,2025-02-02,Argentina,CC-004,IT,Seize b2c systems,6005.21,True
415,2025-02-02,Brazil,CC-005,Infrastructure,Incentivize visionary interfaces,29943.74,True
1062,2025-02-02,Mexico,CC-009,Travel,Benchmark 24/7 architectures,6115.95,True
2348,2025-02-02,Chile,CC-012,Training,Morph vertical initiatives,5479.4,False
1382,2025-02-03,Peru,CC-013,IT,Harness out-of-the-box roi,20502.31,True
2236,2025-02-03,Chile,CC-002,Consulting,Engage magnetic synergies,6742.81,False
2386,2025-02-04,Peru,CC-015,IT,Deploy 24/7 content,4637.2,False
113,2025-02-04,Colombia,CC-011,IT,Evolve sticky schemas,30946.75,True
272,2025-02-05,Brazil,CC-003,Travel,Extend magnetic portals,4034.58,True
634,2025-02-05,Mexico,CC-013,Marketing,Incubate next-generation networks,5969.98,True
135,2025-02-05,Brazil,CC-001,IT,Deploy one-to-one applications,11078.9,True
1629,2025-02-05,Mexico,CC-009,Infrastructure,Unleash intuitive synergies,25183.03,True
1061,2025-02-05,Colombia,CC-003,Training,Incentivize ubiquitous solutions,1240.93,False
509,2025-02-05,Chile,CC-015,IT,Leverage real-time eyeballs,13596.44,True
822,2025-02-05,Colombia,CC-006,Training,Seize dot-com platforms,6051.74,True
2423,2025-02-06,Colombia,CC-005,Consulting,Leverage rich infrastructures,6447.7,True
312,2025-02-06,Brazil,CC-009,Training,Deploy impactful partnerships,6772.38,True
453,2025-02-06,Mexico,CC-014,Marketing,Drive b2c bandwidth,7147.64,True
2307,2025-02-07,Colombia,CC-008,Infrastructure,Aggregate back-end mindshare,35791.98,True
1370,2025-02-07,Peru,CC-010,Infrastructure,Repurpose proactive bandwidth,22293.51,True
2255,2025-02-07,Peru,CC-011,Infrastructure,Facilitate compelling e-commerce,27207.81,True
1608,2025-02-08,Chile,CC-011,Consulting,Engineer rich deliverables,4291.17,True
48,2025-02-08,Colombia,CC-011,Infrastructure,Expedite cross-media web-readiness,6287.65,True
915,2025-02-09,Colombia,CC-013,IT,Productize cutting-edge models,19582.52,True
286,2025-02-09,Mexico,CC-005,Marketing,Orchestrate value-added niches,2210.99,True
795,2025-02-09,Peru,CC-015,Travel,Engineer 24/365 partnerships,5618.49,True
1048,2025-02-09,Argentina,CC-001,Consulting,Deploy leading-edge models,9688.22,True
708,2025-02-10,Peru,CC-004,Training,Brand bricks-and-clicks supply-chains,7892.24,True
967,2025-02-10,Mexico,CC-007,IT,Target collaborative models,34562.56,False
1786,2025-02-10,Mexico,CC-012,Travel,Facilitate proactive systems,9804.05,True
176,2025-02-10,Colombia,CC-008,Consulting,Grow 24/365 web-readiness,7266.47,True
457,2025-02-10,Colombia,CC-015,Marketing,Morph turn-key markets,6132.29,True
504,2025-02-10,Colombia,CC-011,Travel,Disintermediate killer networks,7208.03,True
540,2025-02-10,Chile,CC-011,Consulting,Drive killer bandwidth,9705.27,False
45,2025-02-11,Peru,CC-003,Consulting,Benchmark plug-and-play platforms,3085.28,False
1848,2025-02-11,Mexico,CC-014,Consulting,Syndicate transparent e-markets,5124.64,True
781,2025-02-12,Peru,CC-002,Marketing,Productize wireless infrastructures,3817.13,True
713,2025-02-12,Colombia,CC-003,Travel,Expedite web-enabled users,9758.52,True
278,2025-02-12,Colombia,CC-006,Marketing,Productize rich platforms,7052.95,True
1306,2025-02-13,Peru,CC-005,Marketing,Monetize real-time web services,7446.59,False
2008,2025-02-13,Argentina,CC-014,Travel,Transform granular e-markets,8212.93,True
4,2025-02-13,Argentina,CC-009,Training,Scale dynamic paradigms,6497.76,True
144,2025-02-13,Brazil,CC-001,Training,Mesh interactive markets,6898.38,False
227,2025-02-13,Chile,CC-002,Infrastructure,Engineer impactful e-services,22537.74,False
1701,2025-02-14,Colombia,CC-012,Consulting,Empower synergistic vortals,2189.92,True
1666,2025-02-14,Colombia,CC-006,IT,Integrate viral systems,25233.78,True
281,2025-02-15,Argentina,CC-009,Training,Architect sticky vortals,1727.83,True
625,2025-02-15,Mexico,CC-003,IT,Scale seamless e-services,20658.19,True
44,2025-02-15,Brazil,CC-004,Marketing,Grow rich architectures,1823.54,True
246,2025-02-16,Mexico,CC-006,Consulting,E-enable rich action-items,8437.27,True
1345,2025-02-16,Argentina,CC-015,IT,Re-contextualize magnetic niches,33779.63,True
1529,2025-02-16,Colombia,CC-012,Marketing,Mesh next-generation e-services,2641.36,False
26,2025-02-16,Peru,CC-007,Consulting,Morph scalable technologies,6448.4,False
1418,2025-02-17,Brazil,CC-006,Training,Synergize web-enabled convergence,5910.68,True
1019,2025-02-17,Mexico,CC-005,IT,Target dot-com convergence,6345.1,True
2271,2025-02-18,Argentina,CC-003,Marketing,Whiteboard synergistic e-markets,4119.46,True
874,2025-02-18,Mexico,CC-005,Infrastructure,Envisioneer revolutionary eyeballs,24884.03,True
186,2025-02-19,Peru,CC-013,Marketing,Reinvent global platforms,6270.97,True
462,2025-02-19,Argentina,CC-005,IT,Maximize bleeding-edge eyeballs,31822.41,True
1198,2025-02-20,Peru,CC-005,Infrastructure,Redefine magnetic info-mediaries,17122.07,True
1439,2025-02-20,Chile,CC-003,Travel,Enhance 24/365 portals,2262.56,False
1386,2025-02-20,Brazil,CC-014,Infrastructure,Envisioneer integrated schemas,13225.05,True
926,2025-02-21,Peru,CC-012,Training,Innovate global convergence,8774.23,True
1585,2025-02-21,Peru,CC-004,IT,Synthesize magnetic web-readiness,6635.44,True
1049,2025-02-22,Argentina,CC-007,Consulting,Integrate user-centric deliverables,9347.58,True
499,2025-02-22,Mexico,CC-006,Travel,Harness distributed initiatives,1598.55,True
1724,2025-02-22,Peru,CC-015,Infrastructure,Incubate wireless roi,28049.97,False
507,2025-02-23,Brazil,CC-012,Marketing,Deploy 24/7 technologies,5274.43,False
1966,2025-02-23,Mexico,CC-015,Infrastructure,Generate cross-media deliverables,30871.81,False
478,2025-02-24,Mexico,CC-003,Infrastructure,Drive integrated networks,29490.33,False
1694,2025-02-24,Chile,CC-013,Marketing,Evolve interactive users,6593.8,True
842,2025-02-25,Argentina,CC-013,Infrastructure,Maximize web-enabled schemas,13035.51,True
1763,2025-02-25,Peru,CC-004,Consulting,Synergize front-end relationships,2336.05,True
1274,2025-02-25,Colombia,CC-010,Consulting,Generate collaborative content,5088.5,True
799,2025-02-25,Chile,CC-002,Infrastructure,Deliver synergistic bandwidth,34667.74,True
322,2025-02-25,Peru,CC-009,Travel,Enhance bleeding-edge convergence,6612.07,False
56,2025-02-25,Chile,CC-012,Consulting,Deliver magnetic e-business,7330.01,False
2353,2025-02-25,Peru,CC-011,Consulting,Engineer best-of-breed niches,3574.66,True
2044,2025-02-25,Chile,CC-008,Consulting,Scale best-of-breed roi,5280.13,True
1670,2025-02-25,Chile,CC-006,IT,Engage sticky schemas,7285.17,True
1518,2025-02-26,Argentina,CC-005,Infrastructure,Harness distributed convergence,22681.68,True
750,2025-02-26,Peru,CC-010,Infrastructure,Orchestrate killer web-readiness,16339.84,True
154,2025-02-26,Argentina,CC-009,Infrastructure,Monetize magnetic channels,17912.13,True
520,2025-02-26,Chile,CC-013,Infrastructure,Target best-of-breed e-tailers,26654.3,True
1708,2025-02-26,Colombia,CC-002,Marketing,Engage distributed solutions,6394.98,True
854,2025-02-26,Argentina,CC-007,Training,Redefine virtual e-business,5016.66,False
1543,2025-02-26,Chile,CC-012,Infrastructure,Expedite innovative eyeballs,27135.12,True
2360,2025-02-26,Chile,CC-014,Infrastructure,Repurpose innovative content,23320.46,True
1790,2025-02-27,Colombia,CC-009,Infrastructure,Maximize best-of-breed info-mediaries,11269.41,False
1719,2025-02-28,Peru,CC-011,Training,Cultivate user-centric solutions,2355.32,True
868,2025-02-28,Mexico,CC-011,Travel,Synthesize cross-platform models,7025.34,True
1067,2025-02-28,Colombia,CC-004,Infrastructure,Synergize b2b action-items,30525.65,True
522,2025-03-01,Argentina,CC-014,Training,Transform viral functionalities,5366.97,True
527,2025-03-01,Brazil,CC-010,Marketing,Matrix intuitive infrastructures,4519.08,True
1265,2025-03-02,Peru,CC-012,Marketing,Transition cross-media infrastructures,1950.7,False
244,2025-03-02,Brazil,CC-009,Consulting,Exploit dynamic vortals,1322.48,True
1729,2025-03-02,Mexico,CC-009,Travel,Optimize frictionless mindshare,9272.26,True
2326,2025-03-02,Argentina,CC-002,IT,Strategize out-of-the-box markets,27018.34,True
1766,2025-03-03,Chile,CC-003,Marketing,Leverage integrated deliverables,4341.99,True
156,2025-03-04,Brazil,CC-007,Travel,Transition sticky interfaces,3789.27,True
2469,2025-03-04,Argentina,CC-011,Marketing,Transform plug-and-play e-markets,1451.56,False
36,2025-03-04,Brazil,CC-002,Infrastructure,Unleash world-class paradigms,20537.69,True
2169,2025-03-04,Argentina,CC-007,Marketing,Enhance bleeding-edge content,9529.29,True
2001,2025-03-04,Peru,CC-003,Travel,Deploy impactful architectures,7160.97,False
637,2025-03-04,Colombia,CC-014,Marketing,Extend enterprise technologies,4267.48,True
679,2025-03-04,Argentina,CC-010,Consulting,Evolve proactive mindshare,8775.16,False
1445,2025-03-04,Peru,CC-011,IT,Re-intermediate dynamic models,11303.29,True
1304,2025-03-04,Colombia,CC-003,Infrastructure,E-enable frictionless convergence,22131.01,False
88,2025-03-04,Chile,CC-014,Marketing,Re-intermediate scalable e-business,8420.72,True
1044,2025-03-04,Peru,CC-011,IT,Engage 24/365 communities,32714.96,True
1263,2025-03-05,Colombia,CC-012,Travel,Seize out-of-the-box communities,3400.72,True
1064,2025-03-06,Peru,CC-010,Consulting,Facilitate cross-platform e-commerce,9701.29,False
138,2025-03-06,Mexico,CC-012,Training,Engage frictionless niches,9680.87,True
1046,2025-03-06,Brazil,CC-013,IT,Harness bleeding-edge communities,21275.34,True
1290,2025-03-06,Argentina,CC-008,Travel,Aggregate integrated vortals,2240.22,True
141,2025-03-06,Peru,CC-012,IT,Empower leading-edge methodologies,7007.88,True
1641,2025-03-07,Chile,CC-002,Infrastructure,Disintermediate turn-key web services,26195.21,False
1362,2025-03-07,Colombia,CC-014,Training,Unleash compelling schemas,4932.3,False
1096,2025-03-07,Peru,CC-006,Marketing,Seize granular communities,3485.97,True
185,2025-03-08,Mexico,CC-004,Marketing,Visualize b2c technologies,1427.61,True
927,2025-03-08,Argentina,CC-005,IT,Expedite real-time channels,25097.53,True
760,2025-03-09,Chile,CC-003,Marketing,Utilize customized channels,2400.77,False
2286,2025-03-09,Brazil,CC-012,Travel,Incentivize frictionless applications,6285.02,True
1314,2025-03-09,Brazil,CC-011,Marketing,Revolutionize sticky communities,9404.57,True
435,2025-03-09,Mexico,CC-010,Marketing,Maximize customized infrastructures,8462.74,True
371,2025-03-09,Peru,CC-008,Consulting,Iterate open-source e-services,9831.21,True
850,2025-03-09,Argentina,CC-003,Marketing,Enable global web-readiness,8789.07,True
1023,2025-03-09,Argentina,CC-010,IT,Synergize ubiquitous applications,31902.0,True
646,2025-03-10,Peru,CC-010,Consulting,Deploy visionary bandwidth,5507.24,True
1423,2025-03-10,Brazil,CC-008,Infrastructure,Embrace clicks-and-mortar networks,27231.81,True
1117,2025-03-10,Peru,CC-010,Infrastructure,Repurpose 24/365 technologies,25483.09,False
1559,2025-03-10,Argentina,CC-010,Consulting,Deploy synergistic synergies,9029.59,True
1429,2025-03-10,Colombia,CC-011,Travel,Grow distributed platforms,3062.77,False
1313,2025-03-11,Argentina,CC-007,Infrastructure,Evolve one-to-one eyeballs,5706.23,True
2449,2025-03-12,Argentina,CC-012,IT,Unleash vertical infrastructures,7404.55,True
2479,2025-03-12,Mexico,CC-007,Infrastructure,Aggregate clicks-and-mortar bandwidth,28122.17,False
733,2025-03-12,Argentina,CC-014,Travel,Deliver leading-edge e-business,9164.69,True
1754,2025-03-13,Argentina,CC-001,Infrastructure,Implement dot-com niches,6503.25,False
1911,2025-03-13,Colombia,CC-004,Marketing,Extend revolutionary infrastructures,2919.58,True
2035,2025-03-14,Argentina,CC-013,Training,Architect turn-key metrics,6029.85,True
1632,2025-03-14,Peru,CC-005,IT,Unleash cutting-edge supply-chains,32416.91,True
1842,2025-03-14,Brazil,CC-010,IT,Orchestrate viral markets,12407.56,True
151,2025-03-14,Colombia,CC-004,Marketing,Incubate enterprise schemas,2800.19,True
2361,2025-03-15,Mexico,CC-012,Training,Scale ubiquitous content,2947.33,True
586,2025-03-15,Chile,CC-012,Marketing,Envisioneer front-end e-tailers,6508.26,True
1528,2025-03-15,Argentina,CC-012,Infrastructure,Matrix out-of-the-box e-markets,33797.56,False
1462,2025-03-16,Argentina,CC-008,IT,Productize granular platforms,35120.27,True
1731,2025-03-16,Chile,CC-013,Marketing,Incubate efficient relationships,6353.0,True
2197,2025-03-16,Argentina,CC-015,Travel,Facilitate innovative infrastructures,5856.05,True
85,2025-03-16,Colombia,CC-013,Infrastructure,E-enable enterprise bandwidth,33014.11,True
774,2025-03-16,Argentina,CC-014,Consulting,Transform integrated partnerships,1848.64,True
321,2025-03-16,Brazil,CC-005,Travel,Re-intermediate visionary niches,4444.89,True
349,2025-03-17,Peru,CC-005,Training,Syndicate intuitive niches,8690.26,True
2216,2025-03-17,Argentina,CC-003,Training,Iterate rich bandwidth,6734.39,True
1106,2025-03-17,Colombia,CC-001,IT,Scale impactful interfaces,10568.24,True
1360,2025-03-17,Argentina,CC-014,Infrastructure,Unleash viral paradigms,31096.07,False
390,2025-03-18,Peru,CC-006,Consulting,Engage dynamic eyeballs,9549.65,False
2226,2025-03-19,Chile,CC-011,Marketing,Architect killer mindshare,2181.45,True
1587,2025-03-19,Argentina,CC-005,Consulting,Optimize robust supply-chains,7581.76,True
2213,2025-03-20,Argentina,CC-014,Marketing,Grow revolutionary deliverables,7947.2,True
845,2025-03-20,Chile,CC-008,Marketing,Deploy 24/365 eyeballs,6353.02,True
1149,2025-03-20,Brazil,CC-008,Training,Embrace value-added schemas,8094.58,True
1252,2025-03-20,Colombia,CC-010,Consulting,Maximize viral architectures,8030.69,False
212,2025-03-20,Colombia,CC-010,Travel,Transition collaborative convergence,2310.97,True
2198,2025-03-21,Colombia,CC-001,Travel,Enhance user-centric info-mediaries,9235.36,True
1,2025-03-22,Peru,CC-005,Travel,Target transparent users,1420.09,True
354,2025-03-22,Brazil,CC-014,Marketing,Grow ubiquitous infrastructures,9391.27,True
2165,2025-03-22,Brazil,CC-004,Travel,Empower granular users,4518.97,False
2442,2025-03-22,Brazil,CC-013,Consulting,Morph turn-key schemas,2037.05,False
1135,2025-03-23,Peru,CC-003,Travel,Innovate innovative relationships,3248.73,True
705,2025-03-23,Chile,CC-001,Travel,Re-intermediate viral portals,6067.2,True
1593,2025-03-23,Mexico,CC-005,Infrastructure,Matrix efficient mindshare,15289.54,True
1878,2025-03-24,Argentina,CC-012,Infrastructure,Productize sticky bandwidth,5262.88,True
1949,2025-03-24,Chile,CC-002,IT,Re-intermediate front-end eyeballs,7747.5,True
2007,2025-03-24,Brazil,CC-004,Travel,Engage synergistic e-tailers,4166.63,True
1812,2025-03-24,Peru,CC-001,IT,Incubate world-class info-mediaries,19529.27,True
29,2025-03-24,Peru,CC-007,Marketing,Enhance global convergence,2181.66,True
2250,2025-03-25,Peru,CC-006,Training,Implement collaborative channels,9755.52,True
1131,2025-03-25,Chile,CC-010,Travel,Synthesize killer architectures,6804.66,False
2075,2025-03-25,Colombia,CC-001,Infrastructure,Exploit wireless info-mediaries,29597.61,True
2395,2025-03-26,Mexico,CC-004,IT,Incubate out-of-the-box web services,35807.11,True
2258,2025-03-26,Argentina,CC-012,Consulting,Architect dynamic deliverables,3239.16,False
2260,2025-03-26,Argentina,CC-014,Consulting,Maximize real-time methodologies,2828.25,True
1703,2025-03-26,Argentina,CC-014,IT,Productize out-of-the-box vortals,29247.91,True
465,2025-03-27,Peru,CC-007,IT,Seize plug-and-play channels,6232.21,True
1241,2025-03-27,Chile,CC-005,Consulting,Extend end-to-end relationships,9658.53,False
407,2025-03-27,Argentina,CC-014,Consulting,Enable open-source e-services,5625.2,True
784,2025-03-27,Peru,CC-004,Infrastructure,Re-intermediate e-business experiences,24307.11,True
537,2025-03-27,Peru,CC-009,IT,Synergize viral portals,5035.26,False
1874,2025-03-27,Brazil,CC-008,Marketing,Innovate collaborative e-markets,6208.1,True
624,2025-03-28,Argentina,CC-012,Consulting,Extend e-business infrastructures,6792.41,True
2325,2025-03-28,Colombia,CC-001,Training,Evolve intuitive web-readiness,8845.55,True
2242,2025-03-29,Colombia,CC-003,Training,Engineer synergistic experiences,3589.15,True
49,2025-03-29,Brazil,CC-013,Consulting,Synergize strategic action-items,7608.28,True
1869,2025-03-29,Brazil,CC-013,IT,Generate ubiquitous web services,29023.77,True
2422,2025-03-29,Argentina,CC-008,IT,Implement bleeding-edge communities,35974.15,False
1660,2025-03-29,Colombia,CC-014,Infrastructure,Re-contextualize impactful mindshare,18127.72,True
1668,2025-03-29,Mexico,CC-006,Infrastructure,Redefine b2b paradigms,18040.43,False
335,2025-03-30,Peru,CC-011,Marketing,Utilize clicks-and-mortar infrastructures,8356.03,True
2377,2025-03-30,Brazil,CC-001,Travel,Revolutionize scalable interfaces,1988.81,False
299,2025-03-31,Mexico,CC-004,Infrastructure,Scale collaborative relationships,14677.84,False
2024,2025-03-31,Mexico,CC-006,Travel,Optimize proactive schemas,1727.32,False
785,2025-03-31,Brazil,CC-005,IT,Generate integrated portals,10137.46,True
423,2025-03-31,Chile,CC-005,IT,Disintermediate out-of-the-box roi,19893.59,False
629,2025-03-31,Colombia,CC-008,Infrastructure,Monetize dot-com metrics,32216.43,True
977,2025-03-31,Brazil,CC-010,Travel,Revolutionize distributed content,1244.26,False
841,2025-04-01,Peru,CC-002,Training,Synthesize web-enabled e-markets,2794.0,False
2490,2025-04-01,Colombia,CC-001,Travel,Scale frictionless synergies,1597.55,True
719,2025-04-01,Peru,CC-008,Infrastructure,Utilize e-business vortals,15266.3,True
1352,2025-04-01,Brazil,CC-006,Infrastructure,Transform strategic roi,22981.0,True
870,2025-04-02,Brazil,CC-012,Training,Empower dot-com web-readiness,3424.1,True
1542,2025-04-02,Mexico,CC-008,Infrastructure,Mesh 24/365 roi,16438.06,False
1545,2025-04-02,Argentina,CC-006,Training,Maximize ubiquitous networks,1714.89,False
1839,2025-04-03,Argentina,CC-005,Travel,Aggregate cutting-edge initiatives,7477.05,False
2118,2025-04-03,Colombia,CC-014,Infrastructure,Cultivate synergistic technologies,17429.66,True
12,2025-04-03,Mexico,CC-001,IT,Evolve ubiquitous action-items,27750.87,True
405,2025-04-04,Argentina,CC-008,Marketing,Brand web-enabled paradigms,6852.58,False
1985,2025-04-04,Colombia,CC-010,IT,Matrix integrated web-readiness,10426.08,False
2397,2025-04-04,Brazil,CC-015,Training,Facilitate extensible platforms,7426.67,True
1050,2025-04-04,Brazil,CC-002,Marketing,Drive frictionless niches,3151.58,True
350,2025-04-05,Argentina,CC-009,Marketing,Transition dot-com metrics,5154.01,True
654,2025-04-05,Chile,CC-001,Infrastructure,Drive compelling web services,29654.38,True
